"id","family","rust_path","kind","source","line","classification","go_mapping","evidence","rationale"
"src/inspector.rs:553:function:v8::inspector::V8InspectorClient::console_api_message","src/inspector.rs","v8::inspector::V8InspectorClient::console_api_message","function","src/inspector.rs","553","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:577:function:v8::inspector::V8InspectorClient::generate_unique_id","src/inspector.rs","v8::inspector::V8InspectorClient::generate_unique_id","function","src/inspector.rs","577","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:583:trait:v8::inspector::V8InspectorClientImpl","src/inspector.rs","v8::inspector::V8InspectorClientImpl","trait","src/inspector.rs","583","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:584:function:v8::inspector::V8InspectorClientImpl::run_message_loop_on_pause","src/inspector.rs","v8::inspector::V8InspectorClientImpl::run_message_loop_on_pause","function","src/inspector.rs","584","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:585:function:v8::inspector::V8InspectorClientImpl::quit_message_loop_on_pause","src/inspector.rs","v8::inspector::V8InspectorClientImpl::quit_message_loop_on_pause","function","src/inspector.rs","585","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:586:function:v8::inspector::V8InspectorClientImpl::run_if_waiting_for_debugger","src/inspector.rs","v8::inspector::V8InspectorClientImpl::run_if_waiting_for_debugger","function","src/inspector.rs","586","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:588:function:v8::inspector::V8InspectorClientImpl::generate_unique_id","src/inspector.rs","v8::inspector::V8InspectorClientImpl::generate_unique_id","function","src/inspector.rs","588","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:593:function:v8::inspector::V8InspectorClientImpl::console_api_message","src/inspector.rs","v8::inspector::V8InspectorClientImpl::console_api_message","function","src/inspector.rs","593","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:617:function:v8::inspector::V8InspectorClientImpl::value_subtype","src/inspector.rs","v8::inspector::V8InspectorClientImpl::value_subtype","function","src/inspector.rs","617","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:633:function:v8::inspector::V8InspectorClientImpl::description_for_value_subtype","src/inspector.rs","v8::inspector::V8InspectorClientImpl::description_for_value_subtype","function","src/inspector.rs","633","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:641:function:v8::inspector::V8InspectorClientImpl::ensure_default_context_in_group","src/inspector.rs","v8::inspector::V8InspectorClientImpl::ensure_default_context_in_group","function","src/inspector.rs","641","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:648:function:v8::inspector::V8InspectorClientImpl::resource_name_to_url","src/inspector.rs","v8::inspector::V8InspectorClientImpl::resource_name_to_url","function","src/inspector.rs","648","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:675:struct:v8::inspector::V8InspectorClient","src/inspector.rs","v8::inspector::V8InspectorClient","struct","src/inspector.rs","675","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:680:function:v8::inspector::V8InspectorClient::new","src/inspector.rs","v8::inspector::V8InspectorClient::new","function","src/inspector.rs","680","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:727:trait:v8::inspector::InspectableImpl","src/inspector.rs","v8::inspector::InspectableImpl","trait","src/inspector.rs","727","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:733:function:v8::inspector::InspectableImpl::get","src/inspector.rs","v8::inspector::InspectableImpl::get","function","src/inspector.rs","733","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:742:struct:v8::inspector::Inspectable","src/inspector.rs","v8::inspector::Inspectable","struct","src/inspector.rs","742","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:747:function:v8::inspector::Inspectable::new","src/inspector.rs","v8::inspector::Inspectable::new","function","src/inspector.rs","747","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:792:struct:v8::inspector::RawV8InspectorSession","src/inspector.rs","v8::inspector::RawV8InspectorSession","struct","src/inspector.rs","792","unsafe","No raw Go equivalent, safe higher-level behavior is exposed where applicable.","API_AUDIT.md#classification-boundary","Raw Inspector base/vtable wrapper or borrowed iterator"
"src/inspector.rs:794:struct:v8::inspector::V8InspectorSession","src/inspector.rs","v8::inspector::V8InspectorSession","struct","src/inspector.rs","794","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:802:function:v8::inspector::V8InspectorSession::can_dispatch_method","src/inspector.rs","v8::inspector::V8InspectorSession::can_dispatch_method","function","src/inspector.rs","802","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:806:function:v8::inspector::V8InspectorSession::dispatch_protocol_message","src/inspector.rs","v8::inspector::V8InspectorSession::dispatch_protocol_message","function","src/inspector.rs","806","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:815:function:v8::inspector::V8InspectorSession::release_object_group","src/inspector.rs","v8::inspector::V8InspectorSession::release_object_group","function","src/inspector.rs","815","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:839:function:v8::inspector::V8InspectorSession::wrap_object","src/inspector.rs","v8::inspector::V8InspectorSession::wrap_object","function","src/inspector.rs","839","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:870:function:v8::inspector::V8InspectorSession::unwrap_object","src/inspector.rs","v8::inspector::V8InspectorSession::unwrap_object","function","src/inspector.rs","870","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:908:function:v8::inspector::V8InspectorSession::schedule_pause_on_next_statement","src/inspector.rs","v8::inspector::V8InspectorSession::schedule_pause_on_next_statement","function","src/inspector.rs","908","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:924:function:v8::inspector::V8InspectorSession::cancel_pause_on_next_statement","src/inspector.rs","v8::inspector::V8InspectorSession::cancel_pause_on_next_statement","function","src/inspector.rs","924","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:932:function:v8::inspector::V8InspectorSession::add_inspected_object","src/inspector.rs","v8::inspector::V8InspectorSession::add_inspected_object","function","src/inspector.rs","932","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:949:struct:v8::inspector::RemoteObject","src/inspector.rs","v8::inspector::RemoteObject","struct","src/inspector.rs","949","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:959:function:v8::inspector::RemoteObject::to_bytes","src/inspector.rs","v8::inspector::RemoteObject::to_bytes","function","src/inspector.rs","959","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:986:struct:v8::inspector::StringBuffer","src/inspector.rs","v8::inspector::StringBuffer","struct","src/inspector.rs","986","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:997:function:v8::inspector::StringBuffer::string","src/inspector.rs","v8::inspector::StringBuffer::string","function","src/inspector.rs","997","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:1002:function:v8::inspector::StringBuffer::create","src/inspector.rs","v8::inspector::StringBuffer::create","function","src/inspector.rs","1002","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:1034:enum:v8::inspector::StringView","src/inspector.rs","v8::inspector::StringView","enum","src/inspector.rs","1034","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:1036:variant:v8::inspector::StringView::U16","src/inspector.rs","v8::inspector::StringView::U16","variant","src/inspector.rs","1036","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:1037:variant:v8::inspector::StringView::U8","src/inspector.rs","v8::inspector::StringView::U8","variant","src/inspector.rs","1037","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:1041:function:v8::inspector::StringView::empty","src/inspector.rs","v8::inspector::StringView::empty","function","src/inspector.rs","1041","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:1068:function:v8::inspector::StringView::is_8bit","src/inspector.rs","v8::inspector::StringView::is_8bit","function","src/inspector.rs","1068","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:1075:function:v8::inspector::StringView::is_empty","src/inspector.rs","v8::inspector::StringView::is_empty","function","src/inspector.rs","1075","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:1079:function:v8::inspector::StringView::len","src/inspector.rs","v8::inspector::StringView::len","function","src/inspector.rs","1079","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:1086:function:v8::inspector::StringView::characters8","src/inspector.rs","v8::inspector::StringView::characters8","function","src/inspector.rs","1086","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:1093:function:v8::inspector::StringView::characters16","src/inspector.rs","v8::inspector::StringView::characters16","function","src/inspector.rs","1093","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:1112:struct:v8::inspector::CharacterArray","src/inspector.rs","v8::inspector::CharacterArray","struct","src/inspector.rs","1112","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:1119:function:v8::inspector::CharacterArray::empty","src/inspector.rs","v8::inspector::CharacterArray::empty","function","src/inspector.rs","1119","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:1197:struct:v8::inspector::StringViewIterator","src/inspector.rs","v8::inspector::StringViewIterator","struct","src/inspector.rs","1197","unsafe","No raw Go equivalent, safe higher-level behavior is exposed where applicable.","API_AUDIT.md#classification-boundary","Raw Inspector base/vtable wrapper or borrowed iterator"
"src/inspector.rs:1231:enum:v8::inspector::V8InspectorClientTrustLevel","src/inspector.rs","v8::inspector::V8InspectorClientTrustLevel","enum","src/inspector.rs","1231","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:1232:variant:v8::inspector::V8InspectorClientTrustLevel::Untrusted","src/inspector.rs","v8::inspector::V8InspectorClientTrustLevel::Untrusted","variant","src/inspector.rs","1232","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:1233:variant:v8::inspector::V8InspectorClientTrustLevel::FullyTrusted","src/inspector.rs","v8::inspector::V8InspectorClientTrustLevel::FullyTrusted","variant","src/inspector.rs","1233","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:1238:struct:v8::inspector::RawV8Inspector","src/inspector.rs","v8::inspector::RawV8Inspector","struct","src/inspector.rs","1238","unsafe","No raw Go equivalent, safe higher-level behavior is exposed where applicable.","API_AUDIT.md#classification-boundary","Raw Inspector base/vtable wrapper or borrowed iterator"
"src/inspector.rs:1240:struct:v8::inspector::V8Inspector","src/inspector.rs","v8::inspector::V8Inspector","struct","src/inspector.rs","1240","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:1246:function:v8::inspector::V8Inspector::create","src/inspector.rs","v8::inspector::V8Inspector::create","function","src/inspector.rs","1246","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:1270:function:v8::inspector::V8Inspector::connect","src/inspector.rs","v8::inspector::V8Inspector::connect","function","src/inspector.rs","1270","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:1295:function:v8::inspector::V8Inspector::context_created","src/inspector.rs","v8::inspector::V8Inspector::context_created","function","src/inspector.rs","1295","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:1313:function:v8::inspector::V8Inspector::context_destroyed","src/inspector.rs","v8::inspector::V8Inspector::context_destroyed","function","src/inspector.rs","1313","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:1321:function:v8::inspector::V8Inspector::idle_started","src/inspector.rs","v8::inspector::V8Inspector::idle_started","function","src/inspector.rs","1321","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:1326:function:v8::inspector::V8Inspector::idle_finished","src/inspector.rs","v8::inspector::V8Inspector::idle_finished","function","src/inspector.rs","1326","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:1341:function:v8::inspector::V8Inspector::async_task_scheduled","src/inspector.rs","v8::inspector::V8Inspector::async_task_scheduled","function","src/inspector.rs","1341","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:1363:function:v8::inspector::V8Inspector::async_task_canceled","src/inspector.rs","v8::inspector::V8Inspector::async_task_canceled","function","src/inspector.rs","1363","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:1373:function:v8::inspector::V8Inspector::async_task_started","src/inspector.rs","v8::inspector::V8Inspector::async_task_started","function","src/inspector.rs","1373","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:1381:function:v8::inspector::V8Inspector::async_task_finished","src/inspector.rs","v8::inspector::V8Inspector::async_task_finished","function","src/inspector.rs","1381","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:1387:function:v8::inspector::V8Inspector::all_async_tasks_canceled","src/inspector.rs","v8::inspector::V8Inspector::all_async_tasks_canceled","function","src/inspector.rs","1387","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:1392:function:v8::inspector::V8Inspector::exception_thrown","src/inspector.rs","v8::inspector::V8Inspector::exception_thrown","function","src/inspector.rs","1392","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:1420:function:v8::inspector::V8Inspector::create_stack_trace","src/inspector.rs","v8::inspector::V8Inspector::create_stack_trace","function","src/inspector.rs","1420","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/inspector.rs:1441:struct:v8::inspector::V8StackTrace","src/inspector.rs","v8::inspector::V8StackTrace","struct","src/inspector.rs","1441","matched","inspector_transport.go; inspector_session_controls.go; inspector_object_wrapping.go; inspector_runtime_events.go","conformance/inspector-transport/conformance_test.go; conformance/inspector-session-controls/conformance_test.go; conformance/inspector-object-wrapping/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
"src/isolate.rs:83:enum:v8::isolate::MicrotasksPolicy","src/isolate.rs","v8::isolate::MicrotasksPolicy","enum","src/isolate.rs","83","matched","isolate.go; isolate_advanced.go; controls_hooks.go; heap_snapshot.go","conformance/isolate-advanced/conformance_test.go; conformance/controls-hooks/conformance_test.go; conformance/heap-snapshot/conformance_test.go","Safe observable behavior is represented by the cited Go API and executable evidence."
